"alias","treatment_name","culture","starch_g_per_kg","tuber_FW_kg_per_plant","starch_yield_g_per_plant"
"AR28","control","67516",180,0.9512,171.216
"AR28","control","67518",177.6241,1.97,348.591946
"AR28","control","68015",139.9933,0.34038,47.615379254
"AR28","drought stress","67199",181,0.273,49.374
"AR28","drought stress","67516",189,1.286,243.054
"AR28","drought stress","67518",220.4814,0.515,113.4622064
"AR28","drought stress","68015",169.2617,0.15875,26.508317938
"AR280","control","67199",182,0.757,138.689
"AR280","control","67516",189,1.1584,218.9376
"AR280","control","67518",174.4882,1.576,272.585032
"AR280","control","68015",168.2164,0.329685,55.363667389
"AR280","drought stress","67199",203.333333333333,0.54,109.454666666667
"AR280","drought stress","67516",167,1.4084,235.2028
"AR280","drought stress","67518",228.8438,0.428,97.9451464
"AR280","drought stress","68015",183.8959,0.149995,27.445877908
"AR282","control","67199",174.666666666667,0.608666666666667,110.936
"AR282","control","67516",202,1.8152,366.6704
"AR282","control","67518",196.4395,2.336,459.8798882
"AR282","control","68015",205.8472,0.294465,60.614795748
"AR282","drought stress","67199",218.333333333333,0.360666666666667,78.432
"AR282","drought stress","67516",186,1.1784,219.1824
"AR282","drought stress","67518",224.6626,1.282,288.0174532
"AR282","drought stress","68015",194.3489,0.14007,27.184924153
"AR284","control","67199",195.5,0.361,70.908
"AR284","control","67516",219,1.4708,322.1052
"AR284","control","67518",203.7566,2.05,418.1776868
"AR284","control","68015",170.307,0.323535,55.211683319
"AR284","drought stress","67199",236.888888888889,0.154666666666667,35.84
"AR284","drought stress","67516",207,1.7712,366.6384
"AR284","drought stress","67518",226.7532,0.626,141.9182348
"AR284","drought stress","68015",178.6694,0.12848,22.932907844
"AR285","control","67199",188.333333333333,0.608,113.690666666667
"AR285","control","67516",179,1.3256,237.2824
"AR285","control","67518",207.9378,1.876,388.9958384
"AR285","control","68015",169.2617,0.33154,56.160832541
"AR285","drought stress","67199",199.5,0.354,70.479
"AR285","drought stress","67516",190,1.2084,229.596
"AR285","drought stress","67518",240.3421,0.929,222.7603874
"AR285","drought stress","68015",189.1224,0.15667,29.644231548
"AR288","control","67199",203,0.954,191.11
"AR288","control","67516",185,1.5568,288.008
"AR288","control","67518",181.8053,1.85,335.9195944
"AR288","control","68015",154.6275,0.313415,48.484043148
"AR288","drought stress","67199",262.5,0.293,77.077
"AR288","drought stress","67516",188,1.232,231.616
"AR288","drought stress","67518",224.6626,0.753,169.8106614
"AR288","drought stress","68015",177.6241,0.147935,26.298035597
"AR293","control","67199",157.333333333333,0.845333333333333,132.63
"AR293","control","67516",206,1.174,241.844
"AR293","control","67518",192.2583,1.86,357.4310994
"AR293","control","68015",180.76,0.338655,61.317675388
"AR293","drought stress","67199",231.333333333333,0.42,98.5913333333333
"AR293","drought stress","67516",195,1.1998,233.961
"AR293","drought stress","67518",229.8891,0.713,163.8701616
"AR293","drought stress","68015",199.5754,0.158015,31.528317953
"AR296","control","67199",202.5,0.762,154.36
"AR296","control","67516",184,1.0212,187.9008
"AR296","control","67518",216.3002,1.54,335.1845456
"AR296","control","68015",173.4429,0.30858,53.645473953
"AR296","drought stress","67199",211.666666666667,0.216,44.264
"AR296","drought stress","67516",209,1.1908,248.8772
"AR296","drought stress","67518",214.2096,0.754,161.296616
"AR296","drought stress","68015",161.9446,0.126805,20.545231729
"AR298","control","67199",189.333333333333,0.547333333333333,108.543333333333
"AR298","control","67516",198,1.014,200.772
"AR298","control","67518",188.0771,2.058,386.962323
"AR298","control","68015",167.1711,0.33919,56.805424322
"AR298","drought stress","67199",215.222222222222,0.262666666666667,55.0062222222222
"AR298","drought stress","67516",189,1.368,258.552
"AR298","drought stress","67518",228.8438,0.471,107.7854298
"AR298","drought stress","68015",162.9899,0.157395,25.64074474
"AR299","control","67199",155.5,0.4105,63.4215
"AR299","control","67516",232,1.4412,334.3584
"AR299","control","67518",198.5301,1.165,230.508818
"AR299","control","68015",203.7566,0.287035,58.540362991
"AR299","drought stress","67199",221.555555555556,0.255333333333333,55.8751111111111
"AR299","drought stress","67516",182,0.5168,94.0576
"AR299","drought stress","67518",245.5719,0.255,59.4257674
"AR299","drought stress","68015",187.0318,0.139255,26.038632449
"AR41","control","67199",180.333333333333,0.612666666666667,109.859333333333
"AR41","control","67516",200,1.5516,310.32
"AR41","control","67518",181.8053,2.317,421.9275516
"AR41","control","68015",151.4916,0.29407,44.549134812
"AR41","drought stress","67199",220,0.235333333333333,54.5773333333333
"AR41","drought stress","67516",173,1.13,195.49
"AR41","drought stress","67518",238.2515,0.611,145.0521524
"AR41","drought stress","68015",175.5335,0.153575,26.957196634
"AR43","control","67199",183.333333333333,0.491333333333333,90.702
"AR43","control","67516",180,0.728,131.04
"AR43","control","67518",201.666,2.517,507.3487218
"AR43","control","68015",166.1258,0.30805,51.17505269
"AR43","drought stress","67199",221.5,0.184,40.606
"AR43","drought stress","67516",164,1.0988,180.2032
"AR43","drought stress","67518",221.5267,1.094,242.9564838
"AR43","drought stress","68015",165.0805,0.13667,22.54738812
"AR48","control","67199",123.5,0.43,106.21
"AR48","control","67516",235,1.3136,308.696
"AR48","control","67518",194.3489,1.859,363.8629072
"AR48","control","68015",152.5369,0.35404,54.191126434
"AR48","drought stress","67199",207.166666666667,0.265333333333333,54.892
"AR48","drought stress","67516",193,1.4804,285.7172
"AR48","drought stress","67518",250.7951,0.48,120.3272924
"AR48","drought stress","68015",174.4882,0.161505,28.046312067
"AR52","control","67199",153.5,0.429,66.298
"AR52","control","67516",189,1.1292,213.4188
"AR52","control","67518",191.213,1.348,258.8255112
"AR52","control","68015",169.2617,0.32759,55.53529428
"AR52","drought stress","67199",172.888888888889,0.231333333333333,40.5262222222222
"AR52","drought stress","67516",196,1.1648,228.3008
"AR52","drought stress","67518",236.1609,0.495,116.8797848
"AR52","drought stress","68015",194.3489,0.154295,29.90131234
"AR55","control","67199",218.666666666667,0.546,119.232666666667
"AR55","control","67516",241,1.3776,332.0016
"AR55","control","67518",213.1643,1.63,346.2912542
"AR55","control","68015",180.76,0.33817,61.478328256
"AR55","drought stress","67199",216.444444444444,0.250666666666667,53.9124444444444
"AR55","drought stress","67516",226,0.7436,168.0536
"AR55","drought stress","67518",235.1156,0.645,151.649562
"AR55","drought stress","68015",190.1677,0.111045,20.979678711
"AR56","control","67199",192.666666666667,0.907333333333333,175.000666666667
"AR56","control","67516",152,0.9188,139.6576
"AR56","control","67518",194.3489,1.601,311.4128686
"AR56","control","68015",151.4916,0.325535,49.328602025
"AR56","drought stress","67199",207.333333333333,0.378,77.6266666666667
"AR56","drought stress","67516",188,1.2228,229.8864
"AR56","drought stress","67518",213.1643,0.743,158.4281134
"AR56","drought stress","68015",164.0352,0.138855,22.769633801
"AR59","control","67199",148.5,0.65,96.035
"AR59","control","67516",206,1.6892,347.9752
"AR59","control","67518",196.4395,1.561,306.8479836
"AR59","control","68015",174.4882,0.30128,53.145869726
"AR59","drought stress","67199",233.333333333333,0.403333333333333,92.672
"AR59","drought stress","67516",204,1.2132,247.4928
"AR59","drought stress","67518",226.7532,0.615,139.3152384
"AR59","drought stress","68015",174.4882,0.1624,28.304395756
"AR60","control","67199",158.444444444444,0.468,84.682
"AR60","control","67516",133,0.7752,103.1016
"AR60","control","67518",169.2617,0.44,74.5190506
"AR60","control","68015",143.1292,0.345995,49.640210984
"AR60","drought stress","67199",216,0.233,50.559
"AR60","drought stress","67516",133,0.4428,58.8924
"AR60","drought stress","67518",195.3942,0.098,19.1486316
"AR60","drought stress","68015",146.2651,0.1751,25.607287289
"AR61","control","67199",153.333333333333,0.760666666666667,116.237333333333
"AR61","control","67516",177,1.4196,251.2692
"AR61","control","67518",180.76,1.336,242.164352
"AR61","control","68015",156.7181,0.31938,49.63831167
"AR61","drought stress","67199",216.5,0.449,97.339
"AR61","drought stress","67516",158,1.3512,213.4896
"AR61","drought stress","67518",211.0737,1.086,223.9200954
"AR61","drought stress","68015",175.5335,0.17111,29.993244347
"AR67","control","67199",188,0.594666666666667,114.703333333333
"AR67","control","67516",204,0.8196,167.1984
"AR67","control","67518",195.3942,1.525,297.976155
"AR67","control","68015",154.6275,0.35548,54.997276494
"AR67","drought stress","67199",253.666666666667,0.184666666666667,47.0357777777778
"AR67","drought stress","67516",198,1.0038,198.7524
"AR67","drought stress","67518",223.6173,0.742,169.1581948
"AR67","drought stress","68015",152.5369,0.145285,22.15901863
"AR68","control","67199",150.333333333333,0.348,52.4913333333333
"AR68","control","67516",209,1.1156,233.1604
"AR68","control","67518",188.0771,1.535,289.06943
"AR68","control","68015",194.3489,0.33735,65.371966566
"AR68","drought stress","67199",219.666666666667,0.142666666666667,31.4086666666667
"AR68","drought stress","67516",177,1.5916,281.7132
"AR68","drought stress","67518",212.119,0.487,103.301953
"AR68","drought stress","68015",173.4429,0.1504,26.150087657
"AR71","control","67199",163.5,0.312,50.067
"AR71","control","67516",205,1.332,273.06
"AR71","control","67518",190.1677,2.07,393.5049782
"AR71","control","68015",160.8993,0.302655,48.633554064
"AR71","drought stress","67199",111.5,0.126,28.098
"AR71","drought stress","67516",183,1.4644,267.9852
"AR71","drought stress","67518",204.8019,0.935,191.6685228
"AR71","drought stress","68015",166.1258,0.126315,21.012560322
"AR75","control","67199",153,0.854,131.342
"AR75","control","67516",199,1.3932,277.2468
"AR75","control","67518",181.8053,1.484,269.4938376
"AR75","control","68015",155.6728,0.33817,52.800414904
"AR75","drought stress","67199",182.333333333333,0.402,73.7466666666667
"AR75","drought stress","67516",171,1.4108,241.2468
"AR75","drought stress","67518",221.5267,0.572,127.7523006
"AR75","drought stress","68015",155.6728,0.17024,26.497786238
"AR85","control","67199",208,0.408,84.724
"AR85","control","67516",204,1.8672,380.9088
"AR85","control","67518",185.9865,1.931,358.7730312
"AR85","control","68015",183.8959,0.35098,64.626131716
"AR85","drought stress","67199",154.388888888889,0.113333333333333,21.8591111111111
"AR85","drought stress","67516",188,1.0476,196.9488
"AR85","drought stress","67518",202.7113,0.794,159.9806432
"AR85","drought stress","68015",160.8993,0.14226,22.883607567
"AR87","control","67199",78,0.335,52.26
"AR87","control","67516",195,1.1296,220.272
"AR87","control","67518",195.3942,1.66,323.518132
"AR87","control","68015",177.6241,0.298335,53.086843366
"AR87","drought stress","67199",226.666666666667,0.22,60.9226666666667
"AR87","drought stress","67516",186,0.852,158.472
"AR87","drought stress","67518",221.5267,0.596,131.4591794
"AR87","drought stress","68015",188.0771,0.1218,22.942965125
"AR9","control","67199",158.333333333333,0.371666666666667,61.8546666666667
"AR9","control","67516",232,1.2968,300.8576
"AR9","control","67518",194.3489,1.825,354.169319
"AR9","control","68015",155.6728,0.332075,51.632860163
"AR9","drought stress","67199",166.111111111111,0.132666666666667,30.3766666666667
"AR9","drought stress","67516",217,1.4536,315.4312
"AR9","drought stress","67518",213.1643,0.803,171.251421
"AR9","drought stress","68015",150.4463,0.15163,22.863026314
"AR90","control","67199",184.666666666667,0.603333333333333,113.108666666667
"AR90","control","67516",192,1.3088,251.2896
"AR90","control","67518",181.8053,1.754,318.8363218
"AR90","control","68015",176.5788,0.325815,57.592983618
"AR90","drought stress","67199",215.611111111111,0.211333333333333,47.5392222222222
"AR90","drought stress","67516",198,1.4292,282.9816
"AR90","drought stress","67518",204.8019,0.558,114.703852
"AR90","drought stress","68015",176.5788,0.14988,26.340194544
"AR95","control","67199",172.5,0.392,73.044
"AR95","control","67516",216,1.2092,261.1872
"AR95","control","67518",191.213,1.856,352.8341776
"AR95","control","68015",158.8087,0.301705,47.977304155
"AR95","drought stress","67199",231.444444444444,0.110666666666667,25.1342222222222
"AR95","drought stress","67516",186,1.02,189.72
"AR95","drought stress","67518",199.5754,0.43,85.817422
"AR95","drought stress","68015",133.7215,0.150475,19.898262799
"AR98","control","67199",197,0.652,134.534666666667
"AR98","control","67516",222,1.7492,388.3224
"AR98","control","67518",193.3036,1.662,321.914488
"AR98","control","68015",175.5335,0.32571,57.041381656
"AR98","drought stress","67199",214,0.328,69.9353333333333
"AR98","drought stress","67516",199,1.0916,217.2284
"AR98","drought stress","67518",246.6139,0.419,103.2841856
"AR98","drought stress","68015",174.4882,0.175355,30.597378311
"AR99","control","67199",184,0.816,150.402
"AR99","control","67516",200,1.8524,370.48
"AR99","control","67518",179.7147,2.044,370.351492
"AR99","control","68015",119.0873,0.307325,36.596795407
"AR99","drought stress","67199",229.555555555556,0.333333333333333,76.3177777777778
"AR99","drought stress","67516",196,1.4592,286.0032
"AR99","drought stress","67518",215.2549,0.764,165.06938
"AR99","drought stress","68015",136.8574,0.14603,19.751975162
"EA111","control","67199",250.333333333333,0.568,142.840666666667
"EA111","control","67516",217,1.2976,281.5792
"EA111","control","67518",223.6173,1.637,365.8535054
"EA111","control","68015",194.3489,0.337,65.560304276
"EA111","drought stress","67199",242.777777777778,0.328666666666667,80.5408888888889
"EA111","drought stress","67516",213,1.1284,240.3492
"EA111","drought stress","67518",250.7951,0.589,147.8385234
"EA111","drought stress","68015",217.3455,0.13076,28.407951194
"EA112","control","67199",266,0.738666666666667,195.906666666667
"EA112","control","67516",232,1.5488,359.3216
"EA112","control","67518",211.0737,2.032,427.4529726
"EA112","control","68015",202.7113,0.3336,67.63400191
"EA112","drought stress","67199",253.222222222222,0.214666666666667,53.6706666666667
"EA112","drought stress","67516",213,1.4992,319.3296
"EA112","drought stress","67518",241.3874,0.9,217.6751424
"EA112","drought stress","68015",185.9865,0.1332,24.7514505
"EA113","control","67199",209.5,0.479,100.733
"EA113","control","67516",204,1.3644,278.3376
"EA113","control","67518",198.5301,1.096,218.0510122
"EA113","control","68015",200.6207,0.290485,58.131876677
"EA113","drought stress","67199",226.333333333333,0.338666666666667,76.5213333333333
"EA113","drought stress","67516",190,0.9736,184.984
"EA113","drought stress","67518",231.9797,0.485,112.7014444
"EA113","drought stress","68015",169.2617,0.13266,22.430142051
"EA121","control","67199",180.111111111111,0.218666666666667,43.7522222222222
"EA121","control","67516",200,1.02,204
"EA121","control","67518",224.6626,2.439,548.9242104
"EA121","control","68015",167.1711,0.301125,50.156945599
"EA121","drought stress","67199",224.333333333333,0.153333333333333,34.1986666666667
"EA121","drought stress","67516",220,1.7128,376.816
"EA121","drought stress","67518",248.7219,0.939,222.6765434
"EA121","drought stress","68015",178.6694,0.09681,17.302002054
"EA125","control","67199",208,0.51,102.956666666667
"EA125","control","67516",219,1.3084,286.5396
"EA125","control","67518",210.0284,2.124,444.8877736
"EA125","control","68015",159.854,0.31724,50.657894608
"EA125","drought stress","67199",224,0.224,49.0993333333333
"EA125","drought stress","67516",211,1.602,338.022
"EA125","drought stress","67518",216.3219,0.774,169.8373554
"EA125","drought stress","68015",176.5788,0.12029,20.915930954
"EA127","control","67199",255,0.829333333333333,210.179333333333
"EA127","control","67516",212,0.6208,131.6096
"EA127","control","67518",211.0737,0.76,160.6606122
"EA127","control","68015",180.76,0.31838,57.558501234
"EA127","drought stress","67199",240.666666666667,0.438,105.887333333333
"EA127","drought stress","67516",232,0.9756,226.3392
"EA127","drought stress","67518",259.1749,0.265,67.8236644
"EA127","drought stress","68015",198.5301,0.12921,25.761464866
"EA130","control","67199",185.222222222222,0.266,55.2495555555556
"EA130","control","67516",224,1.5712,351.9488
"EA130","control","67518",214.2096,2.517,539.0171306
"EA130","control","68015",159.854,0.3078,49.15205056
"EA130","drought stress","67199",0,0.014,0
"EA130","drought stress","67516",214,1.6836,360.2904
"EA130","drought stress","67518",215.2549,1.044,227.0153226
"EA130","drought stress","68015",156.7181,0.1003,15.71694389
"EA131","control","67199",197.666666666667,0.782666666666667,154.224666666667
"EA131","control","67516",174,1.536,267.264
"EA131","control","67518",189.1224,1.168,219.8413008
"EA131","control","68015",187.0318,0.30575,57.22866639
"EA131","drought stress","67199",189.666666666667,0.735333333333333,139.495333333333
"EA131","drought stress","67516",156,1.6,249.6
"EA131","drought stress","67518",214.2096,0.56,118.9664316
"EA131","drought stress","68015",194.3489,0.15075,29.28382833
"EA132","control","67199",159.111111111111,0.258,51.8786666666667
"EA132","control","67516",154,0.7308,112.5432
"EA132","control","67518",189.1224,0.787,148.5173764
"EA132","control","68015",177.6241,0.2855,50.72234261
"EA132","drought stress","67199",204.5,0.533,109.33
"EA132","drought stress","67516",165,1.1284,186.186
"EA132","drought stress","67518",225.7079,0.169,38.1038684
"EA132","drought stress","68015",202.7113,0.1336,27.08672447
"EA133","control","67199",238.333333333333,0.688,164.326666666667
"EA133","control","67516",202,1.2752,257.5904
"EA133","control","67518",211.0737,1.856,391.8343206
"EA133","control","68015",204.8019,0.320265,65.650070616
"EA133","drought stress","67199",220.666666666667,0.430666666666667,94.8293333333333
"EA133","drought stress","67516",194,1.7268,334.9992
"EA133","drought stress","67518",243.478,0.69,166.5322188
"EA133","drought stress","68015",193.3036,0.134295,25.89151159
"EA14","control","67199",236.666666666667,0.634666666666667,150.52
"EA14","control","67516",256,1.366,349.696
"EA14","control","67518",223.6173,1.456,325.5554298
"EA14","control","68015",200.6207,0.3232,64.748257985
"EA14","drought stress","67199",160.111111111111,0.172666666666667,40.4317777777778
"EA14","drought stress","67516",222,1.6088,357.1536
"EA14","drought stress","67518",257.0873,0.54,138.5830722
"EA14","drought stress","68015",193.3036,0.12394,24.140243974
"EA140","control","67199",234.666666666667,0.395333333333333,93.058
"EA140","control","67516",248,1.8948,469.9104
"EA140","control","67518",207.9378,1.986,412.9644708
"EA140","control","68015",204.8019,0.28341,58.021791419
"EA140","drought stress","67199",215.555555555556,0.214666666666667,43.1157777777778
"EA140","drought stress","67516",239,1.334,318.826
"EA140","drought stress","67518",206.8925,0.512,106.1819226
"EA140","drought stress","68015",214.2096,0.108815,23.309217624
"EA143","control","67199",192.666666666667,0.605333333333333,117.394
"EA143","control","67516",193,1.1504,222.0272
"EA143","control","67518",183.8959,1.759,325.1631382
"EA143","control","68015",197.4848,0.297655,58.740432067
"EA143","drought stress","67199",190.666666666667,0.496666666666667,91.28
"EA143","drought stress","67516",195,0.9736,189.852
"EA143","drought stress","67518",238.2515,0.682,162.905643
"EA143","drought stress","68015",191.213,0.143565,27.501072924
"EA145","control","67199",197.333333333333,0.563333333333333,113.954666666667
"EA145","control","67516",207,2.1212,439.0884
"EA145","control","67518",188.0771,1.521,285.8363484
"EA145","control","68015",190.1677,0.31555,60.06485697
"EA145","drought stress","67199",203,0.524,104.738
"EA145","drought stress","67516",182,1.1532,209.8824
"EA145","drought stress","67518",225.7079,0.731,165.8757534
"EA145","drought stress","68015",179.7147,0.16175,29.08939287
"EA152","control","67199",138.5,0.434,60.319
"EA152","control","67516",206,1.148,236.488
"EA152","control","67518",196.4395,1.489,292.2506794
"EA152","control","68015",181.8053,0.3077,56.00703112
"EA152","drought stress","67199",212.5,0.43,91.725
"EA152","drought stress","67516",198,1.4224,281.6352
"EA152","drought stress","67518",240.3421,0.525,127.6607926
"EA152","drought stress","68015",172.3976,0.12435,21.48520271
"EA153","control","67199",156,0.582,93.212
"EA153","control","67516",193,0.6988,134.8684
"EA153","control","67518",166.1258,0.933,157.4518264
"EA153","control","68015",181.8053,0.296065,53.777553562
"EA153","drought stress","67199",198,0.485333333333333,94.602
"EA153","drought stress","67516",135,0.422,56.97
"EA153","drought stress","67518",225.7079,0.324,73.1920776
"EA153","drought stress","68015",148.3557,0.169495,25.141864689
"EA154","control","67199",199,0.76,151.35
"EA154","control","67516",198,1.4852,294.0696
"EA154","control","67518",218.3908,1.147,250.8914616
"EA154","control","68015",196.4395,0.298185,58.599746195
"EA154","drought stress","67199",235.333333333333,0.561333333333333,123.514666666667
"EA154","drought stress","67516",192,1.1232,215.6544
"EA154","drought stress","67518",265.4293,0.403,107.5795084
"EA154","drought stress","68015",183.8959,0.147465,27.105325571
"EA155","control","67199",227.333333333333,0.596,136.354
"EA155","control","67516",218,1.3208,287.9344
"EA155","control","67518",201.666,1.396,284.0511808
"EA155","control","68015",205.8472,0.340755,70.143462636
"EA155","drought stress","67199",216.833333333333,0.132,29.413
"EA155","drought stress","67516",189,0.9488,179.3232
"EA155","drought stress","67518",250.7951,0.6,150.2073726
"EA155","drought stress","68015",207.9378,0.104135,21.658892021
"EA159","control","67199",217.666666666667,0.482666666666667,105.418666666667
"EA159","control","67516",181,0.5976,108.1656
"EA159","control","67518",179.7147,0.662,120.4638198
"EA159","control","68015",185.9865,0.32505,60.46458085
"EA159","drought stress","67199",207.444444444444,0.362666666666667,67.1982222222222
"EA159","drought stress","67516",161,0.5568,89.6448
"EA159","drought stress","67518",187.0189,0.271,54.5939562
"EA159","drought stress","68015",193.3036,0.1464,28.31386312
"EA160","control","67199",198.5,0.246,48.687
"EA160","control","67516",177,0.2656,47.0112
"EA160","control","67518",205.8472,1.878,382.617264
"EA160","control","68015",173.4429,0.238105,41.294668732
"EA160","drought stress","67199",73.1111111111111,0.0146666666666667,3.21688888888889
"EA160","drought stress","67516",202,1.0444,210.9688
"EA160","drought stress","67518",167.1711,0.689,113.9714758
"EA160","drought stress","68015",193.3036,0.02665,5.15154094
"EA162","control","67199",183,0.963333333333333,178.347333333333
"EA162","control","67516",167,0.7452,124.4484
"EA162","control","67518",188.0771,1.578,296.863016
"EA162","control","68015",202.7113,0.33555,68.06561312
"EA162","drought stress","67199",229,0.487,111.768
"EA162","drought stress","67516",183,1.1644,213.0852
"EA162","drought stress","67518",236.1609,0.73,172.2971082
"EA162","drought stress","68015",197.4848,0.1396,27.58204886
"EA165","control","67199",223,0.552666666666667,123.901333333333
"EA165","control","67516",261,1.2916,337.1076
"EA165","control","67518",220.4814,2.13,472.050478
"EA165","control","68015",203.7566,0.28263,57.566278302
"EA165","drought stress","67199",198,0.274666666666667,54.8993333333333
"EA165","drought stress","67516",236,1.3892,327.8512
"EA165","drought stress","67518",235.1156,0.584,144.0476048
"EA165","drought stress","68015",217.3455,0.10935,23.738360983
"EA167","control","67199",185.666666666667,0.878666666666667,164.578666666667
"EA167","control","67516",143,0.3696,52.8528
"EA167","control","67518",177.6241,1.042,185.8808308
"EA167","control","68015",160.8993,0.370015,59.502964476
"EA167","drought stress","67199",196.5,0.477,93.281
"EA167","drought stress","67516",180,0.5028,90.504
"EA167","drought stress","67518",216.3002,0.439,94.2721616
"EA167","drought stress","68015",157.7634,0.16697,26.323441242
"EA168","control","67199",240.444444444444,0.360666666666667,84.6726666666667
"EA168","control","67516",198,1.1944,236.4912
"EA168","control","67518",213.1643,2.28,488.4041598
"EA168","control","68015",187.0318,0.3498,65.372713
"EA168","drought stress","67199",198.777777777778,0.396,74.5137777777778
"EA168","drought stress","67516",242,1.5544,376.1648
"EA168","drought stress","67518",225.7079,1.454,335.5005678
"EA168","drought stress","68015",195.3942,0.115,22.4849672
"EA17","control","67199",194,0.737333333333333,145.961333333333
"EA17","control","67516",178,1.372,244.216
"EA17","control","67518",181.8053,1.448,262.5809012
"EA17","control","68015",178.6694,0.3174,56.7491799
"EA17","drought stress","67199",195.5,0.371,72.337
"EA17","drought stress","67516",183,1.3392,245.0736
"EA17","drought stress","67518",222.572,0.563,125.966575
"EA17","drought stress","68015",170.307,0.14965,25.54560653
"EA170","control","67199",245.5,0.815,201.305
"EA170","control","67516",231,1.0292,237.7452
"EA170","control","67518",216.3002,1.901,411.2995726
"EA170","control","68015",211.0737,0.348735,73.544526952
"EA170","drought stress","67199",218.333333333333,0.400666666666667,86.3433333333333
"EA170","drought stress","67516",188,0.7436,139.7968
"EA170","drought stress","67518",252.8857,0.817,206.8783496
"EA170","drought stress","68015",207.9378,0.124305,25.847708229
"EA172","control","67199",192,0.724666666666667,158.007
"EA172","control","67516",209,2.0576,430.0384
"EA172","control","67518",194.3489,2.407,468.5242858
"EA172","control","68015",171.3523,0.32608,55.876627678
"EA172","drought stress","67199",202.888888888889,0.220666666666667,44.2857777777778
"EA172","drought stress","67516",228,1.5028,342.6384
"EA172","drought stress","67518",202.7113,1.154,234.175531
"EA172","drought stress","68015",178.6694,0.100565,18.066857215
"EA173","control","67199",174,1.018,175.508
"EA173","control","67516",184,1.3412,246.7808
"EA173","control","67518",201.666,1.057,213.5665384
"EA173","control","68015",192.2583,0.356945,68.537128116
"EA173","drought stress","67199",184.5,0.912,164.376
"EA173","drought stress","67516",156,0.6776,105.7056
"EA173","drought stress","67518",258.1122,0.363,93.52539
"EA173","drought stress","68015",191.213,0.15499,29.631984388
"EA174","control","67199",136.333333333333,0.584,83.872
"EA174","control","67516",186,1.5272,284.0592
"EA174","control","67518",178.6694,1.778,319.154338
"EA174","control","68015",161.9446,0.26065,42.17636509
"EA174","drought stress","67199",214.666666666667,0.348666666666667,72.3266666666667
"EA174","drought stress","67516",193,1.3216,255.0688
"EA174","drought stress","67518",219.4361,0.714,155.111516
"EA174","drought stress","68015",158.8087,0.16765,26.23955589
"EA175","control","67199",199.222222222222,0.185333333333333,37.8988888888889
"EA175","control","67516",207,1.2532,259.4124
"EA175","control","67518",204.8019,1.965,400.3357258
"EA175","control","68015",183.8959,0.30862,56.727621551
"EA175","drought stress","67199",189,0.252666666666667,46.7713333333333
"EA175","drought stress","67516",211,1.1312,238.6832
"EA175","drought stress","67518",200.6207,0.753,157.9256004
"EA175","drought stress","68015",178.6694,0.117065,20.913466403
"EA176","control","67199",199.5,0.514,102.62
"EA176","control","67516",202,0.7752,156.5904
"EA176","control","67518",203.7566,1.809,367.8117144
"EA176","control","68015",181.8053,0.3324,60.56222157
"EA176","drought stress","67199",205.555555555556,0.237333333333333,42.6928888888889
"EA176","drought stress","67516",220,0.93,204.6
"EA176","drought stress","67518",204.8019,0.276,56.1678318
"EA176","drought stress","68015",161.9446,0.11835,19.17356504
"EA177","control","67199",205,0.662,141.203333333333
"EA177","control","67516",224,2.1512,481.8688
"EA177","control","67518",201.666,2.07,416.633286
"EA177","control","68015",197.4848,0.328835,64.931447278
"EA177","drought stress","67199",218.333333333333,0.344,74.8346666666667
"EA177","drought stress","67516",207,1.3148,272.1636
"EA177","drought stress","67518",245.5686,0.625,153.6852538
"EA177","drought stress","68015",180.76,0.119345,21.616757065
"EA179","control","67199",56,0.0926666666666667,15.568
"EA179","control","67516",218,1.3576,295.9568
"EA179","control","67518",214.2096,2.381,509.9138934
"EA179","control","68015",162.9899,0.3298,53.48689034
"EA179","drought stress","67199",165.444444444444,0.134,21.3644444444444
"EA179","drought stress","67516",215,1.3164,283.026
"EA179","drought stress","67518",213.1643,1.327,282.9411518
"EA179","drought stress","68015",155.6728,0.12065,18.8024112
"EA182","control","67199",237.666666666667,0.379333333333333,89.3553333333333
"EA182","control","67516",206,1.2432,256.0992
"EA182","control","67518",233.025,1.756,408.0462512
"EA182","control","68015",204.8019,0.29065,59.537599108
"EA182","drought stress","67199",267.166666666667,0.176666666666667,47.0546666666667
"EA182","drought stress","67516",191,1.0408,198.7928
"EA182","drought stress","67518",215.2549,0.938,202.6554404
"EA182","drought stress","68015",188.0771,0.11184,21.032724042
"EA183","control","67199",238,0.746,177.548
"EA183","control","67516",192,1.3664,262.3488
"EA183","control","67518",188.0771,2.01,377.7485588
"EA183","control","68015",164.0352,0.3581,58.77278224
"EA183","drought stress","67199",219.833333333333,0.226,50.2713333333333
"EA183","drought stress","67516",209,1.9452,406.5468
"EA183","drought stress","67518",225.7079,1.114,251.7208316
"EA183","drought stress","68015",171.3523,0.1281,22.13765192
"EA186","control","67199",235,0.309333333333333,72.096
"EA186","control","67516",203,0.8936,181.4008
"EA186","control","67518",222.572,2.05,456.2726
"EA186","control","68015",193.3036,0.312115,60.02576035
"EA186","drought stress","67199",275,0.112,30.506
"EA186","drought stress","67516",221,1.4456,319.4776
"EA186","drought stress","67518",257.0669,0.817,210.2086754
"EA186","drought stress","68015",194.3489,0.10866,21.099397399
"EA19","control","67199",212,0.953333333333333,204.686666666667
"EA19","control","67516",189,1.1232,212.2848
